NaN,companies,O,,
NaN,to,O,,
NaN,detect,O,,
NaN,and,O,,
NaN,stop,O,,
NaN,methane,B-chem,,
NaN,leaks,O,,
NaN,at,O,,
NaN,oil,B-chem,,
NaN,and,O,,
NaN,gas,O,,
NaN,sites,O,,
NaN,.,O,,
Sentence 15,The,O,,
NaN,Trump,O,,
NaN,administration,O,,
NaN,contends,O,,
NaN,that,O,,
NaN,Obama,O,,
NaN,’s,O,,
NaN,EPA,O,,
NaN,skipped,O,,
NaN,required,O,,
NaN,legal,O,,
NaN,steps,O,,
NaN,in,O,,
NaN,making,O,,
NaN,that,O,,
NaN,decision,O,,
NaN,,,O,
NaN,and,O,,
NaN,its,O,,
NaN,proposal,O,,
NaN,Thursday,O,,
NaN,seeks,O,,
NaN,public,O,,
NaN,comment,O,,
NaN,on,O,,
NaN,the,O,,
NaN,issue.\“Essentially,O,,
NaN,,,O,
NaN,this,O,,
NaN,is,O,,
NaN,the,O,,
NaN,umpteenth,O,,
NaN,iteration,O,,
NaN,of,O,,
NaN,the,O,,
NaN,EPA,O,,
NaN,’s,O,,
NaN,exercise,O,,
NaN,to,O,,
NaN,define,O,,
NaN,away,O,,
NaN,its,O,,
NaN,Clean,O,,
NaN,Air,O,,
NaN,Act,O,,
NaN,authority,O,,
NaN,...,O,,
NaN,to,O,,
NaN,address,O,,
NaN,air,O,,
NaN,pollution,O,,
NaN,and,O,,
NaN,greenhouse,O,,
Sentence 16,gases,\,O,
NaN,”,O,,
NaN,said,O,,
NaN,Joseph,O,,
NaN,Goffman,O,,
NaN,,,O,
NaN,an,O,,
NaN,EPA,O,,
NaN,air,O,,
NaN,official,O,,
NaN,under,O,,
NaN,Obama,O,,
NaN,.,O,,
Sentence 17,Methane,O,,
NaN,levels,O,,
NaN,globally,O,,
NaN,have,O,,
NaN,risen,O,,
NaN,to,O,,
NaN,historic,O,,
NaN,highs,O,,
NaN,,,O,
NaN,and,O,,
NaN,the,O,,
NaN,oil,O,,
NaN,industry,O,,
NaN,’s,O,,
NaN,U.S.,O,,
NaN,shale,O,,
NaN,gas,O,,
NaN,boom,O,,
NaN,has,O,,
NaN,been,O,,
NaN,the,O,,
NaN,single,O,,
NaN,largest,O,,
NaN,driver,O,,
NaN,of,O,,
NaN,that,O,,
NaN,,,O,
NaN,said,O,,
NaN,Robert,O,,
NaN,Howarth,O,,
NaN,,,O,
NaN,a,O,,
NaN,professor,O,,
NaN,of,O,,
NaN,ecology,O,,
NaN,at,O,,
NaN,Cornell,O,,
NaN,University.\“The,O,,
NaN,increase,O,,
NaN,in,O,,
NaN,methane,O,,
NaN,has,O,,
NaN,contributed,O,,
NaN,significantly,O,,
NaN,to,O,,
NaN,the,O,,
NaN,accelerated,O,,
NaN,global,O,,
NaN,warming,O,,
NaN,and,O,,
NaN,climate,O,,
NaN,disruption,O,,
NaN,the,O,,
NaN,Earth,O,,
NaN,has,O,,
NaN,experienced,O,,
NaN,in,O,,
NaN,recent,O,,
NaN,years,\,O,
Sentence 18,”,O,,
NaN,Howarth,O,,
NaN,said,O,,
NaN,in,O,,
NaN,an,O,,
NaN,email,O,,
NaN,.,O,,
Sentence 19,While,O,,
NaN,environmental,O,,
NaN,groups,O,,
NaN,pointed,O,,
NaN,to,O,,
NaN,the,O,,
NaN,long,O,,
NaN,-,O,,
NaN,term,O,,
NaN,regulatory,O,,
NaN,impact,O,,
NaN,on,O,,
NaN,methane,B-chem,,
NaN,overall,O,,
NaN,,,O,
NaN,the,O,,
NaN,oil,O,,
NaN,industry,O,,
NaN,said,O,,
NaN,the,O,,
NaN,direct,O,,
NaN,immediate,O,,
NaN,effect,O,,
NaN,for,O,,
NaN,methane,O,,
NaN,emissions,O,,
NaN,would,O,,
NaN,be,O,,
NaN,negligible,O,,
NaN,.,O,,
Sentence 20,Controls,O,,
NaN,on,O,,
NaN,other,O,,
NaN,,,O,
NaN,regulated,O,,
NaN,pollutants,O,,
NaN,would,O,,
NaN,also,O,,
NaN,capture,O,,
NaN,methane,O,,
NaN,before,O,,
NaN,it,O,,
NaN,leaks,O,,
NaN,from,O,,
NaN,pipelines,O,,
NaN,,,O,
NaN,said,O,,
NaN,Erik,O,,
NaN,Milito,O,,
NaN,of,O,,
NaN,the,O,,
NaN,American,O,,
NaN,Petroleum,O,,
NaN,Institute,O,,
NaN,.,O,,
Sentence 21,The,O,,
NaN,Obama,O,,
NaN,-,O,,
NaN,era,O,,
NaN,requirements,O,,
NaN,to,O,,
NaN,find,O,,
NaN,and,O,,
NaN,fix,O,,
NaN,methane,O,,
NaN,leaks,O,,
NaN,imposed,O,,
NaN,\“a,O,,
NaN,disproportionate,O,,
NaN,effect,O,,
NaN,on,O,,
NaN,small,O,,
NaN,businesses\,O,,
NaN,”,O,,
Sentence 22,in,O,,
NaN,the,O,,
NaN,oil,O,,
NaN,industry,O,,
NaN,,,O,
NaN,Milito,O,,
NaN,said,O,,
NaN,.,O,,
Sentence 23,\“A,O,,
NaN,lot,O,,
NaN,of,O,,
NaN,mom,O,,
NaN,and,O,,
NaN,pops,O,,
NaN,would,O,,
NaN,have,O,,
NaN,their,O,,
NaN,wells,O,,
NaN,shut,O,,
NaN,in,O,,
NaN,,,O,
NaN,elderly,O,,
NaN,people,O,,
NaN,with,O,,
NaN,wells,O,,
NaN,on,O,,
NaN,their,O,,
NaN,properties,O,,
NaN,that,O,,
NaN,could,O,,
NaN,be,O,,
NaN,shut,O,,
NaN,down\,O,,
NaN,”,O,,
Sentence 24,under,O,,
NaN,the,O,,
NaN,rules,O,,
NaN,to,O,,
NaN,be,O,,
NaN,rescinded,O,,
NaN,.,O,,
Sentence 25,But,O,,
NaN,the,O,,
NaN,rollbacks,O,,
NaN,on,O,,
NaN,emissions,O,,
NaN,from,O,,
NaN,oilfields,O,,
NaN,,,O,
NaN,storage,O,,
NaN,sites,O,,
NaN,and,O,,
NaN,pipelines,O,,
NaN,have,O,,
NaN,split,O,,
NaN,the,O,,
NaN,oil,O,,
NaN,industry,O,,
NaN,,,O,
NaN,worrying,O,,
NaN,some,O,,
NaN,in,O,,
NaN,the,O,,
NaN,industry,O,,
NaN,about,O,,
NaN,growing,O,,
NaN,blowback,O,,
NaN,in,O,,
NaN,a,O,,
NaN,world,O,,
NaN,increasingly,O,,
NaN,mindful,O,,
NaN,of,O,,
NaN,climate,O,,
NaN,change,O,,
NaN,.,O,,
Sentence 26,Some,O,,
NaN,oil,O,,
NaN,majors,O,,
NaN,this,O,,
NaN,year,O,,
NaN,urged,O,,
NaN,the,O,,
NaN,administration,O,,
NaN,to,O,,
NaN,crack,O,,
NaN,down,O,,
NaN,\”not,O,,
NaN,ease,O,,
NaN,up\,O,,
NaN,”,O,,
NaN,on,O,,
NaN,the,O,,
NaN,emissions,O,,
NaN,.,O,,
Sentence 27,They,O,,
NaN,repeated,O,,
NaN,that,O,,
NaN,request,O,,
NaN,ThursdaRoyal,O,,
NaN,Dutch,O,,
NaN,Shell,O,,
NaN,has,O,,
NaN,long,O,,
NaN,supported,O,,
NaN,the,O,,
NaN,direct,O,,
NaN,regulation,O,,
NaN,of,O,,
NaN,methane,O,,
NaN,and,O,,
NaN,urged,O,,
NaN,the,O,,
NaN,administration,O,,
NaN,earlier,O,,
NaN,this,O,,
NaN,year,O,,
NaN,to,O,,
NaN,write,O,,
NaN,a,O,,
NaN,rule,O,,
NaN,regulating,O,,
NaN,existing,O,,
NaN,sources,O,,
NaN,of,O,,
NaN,methane,B-chem,,
NaN,emissions.\“While,O,,
NaN,the,O,,
NaN,law,O,,
NaN,may,O,,
NaN,change,O,,
NaN,in,O,,
NaN,this,O,,
NaN,instance,O,,
NaN,,,O,
NaN,our,O,,
NaN,environmental,O,,
NaN,commitments,O,,
NaN,will,O,,
NaN,stand,\,O,
NaN,”,O,,
NaN,Gretchen,O,,
NaN,Watkins,O,,
NaN,,,O,
NaN,Shell,O,,
NaN,U.S.,O,,
NaN,president,O,,
NaN,,,O,
NaN,said,O,,
NaN,in,O,,
NaN,a,O,,
NaN,statement,O,,
NaN,.,O,,
Sentence 28,Directly,O,,
NaN,regulating,O,,
NaN,methane,O,,
NaN,emissions,O,,
NaN,and,O,,
NaN,driving,O,,
NaN,down,O,,
NaN,leaks,O,,
NaN,is,O,,
NaN,\“not,O,,
NaN,only,O,,
NaN,the,O,,
NaN,right,O,,
NaN,thing,O,,
NaN,to,O,,
NaN,do,O,,
NaN,for,O,,
NaN,the,O,,
NaN,environment,O,,
NaN,,,O,
NaN,there,O,,
NaN,is,O,,
NaN,also,O,,
NaN,a,O,,
NaN,clear,O,,
NaN,business,O,,
NaN,case,O,,
NaN,for,O,,
NaN,doing,O,,
NaN,this,\,O,
NaN,”,O,,
NaN,said,O,,
NaN,Susan,O,,
NaN,Dio,O,,
NaN,,,O,
NaN,president,O,,
NaN,of,O,,
NaN,BP,O,,
NaN,America,O,,
NaN,,,O,
NaN,in,O,,
NaN,a,O,,
NaN,statement,O,,
NaN,.,O,,
Sentence 29,Exxon,O,,
NaN,Mobil,O,,
NaN,spokesman,O,,
NaN,Scott,O,,
NaN,Silvestri,O,,
NaN,said,O,,
NaN,the,O,,
NaN,oil,O,,
NaN,giant,O,,
NaN,would,O,,
NaN,continue,O,,
NaN,urging,O,,
NaN,EPA,O,,
NaN,\”as,O,,
NaN,it,O,,
NaN,has,O,,
NaN,since,O,,
NaN,last,O,,
NaN,year\,O,,
NaN,”,O,,
NaN,to,O,,
NaN,stick,O,,
NaN,to,O,,
NaN,directly,O,,
NaN,regulating,O,,
NaN,methane,B-chem,,
NaN,emissions,O,,
NaN,from,O,,
NaN,oil,O,,
NaN,and,O,,
NaN,gas,O,,
NaN,facilities,O,,
NaN,.,O,,
Sentence 30,Asked,O,,
NaN,about,O,,
NaN,those,O,,
NaN,requests,O,,
NaN,,,O,
NaN,Anne,O,,
NaN,Idsal,O,,
NaN,,,O,
NaN,the,O,,
NaN,EPA,O,,
NaN,’s,O,,
NaN,acting,O,,
NaN,assistant,O,,
NaN,administrator,O,,
NaN,for,O,,
NaN,air,O,,
NaN,,,O,
NaN,told,O,,
NaN,reporters,O,,
NaN,,,O,
NaN,\“We,O,,
NaN,do,O,,
NaN,n’t,O,,
NaN,preclude,O,,
NaN,anyone,O,,
NaN,from,O,,
NaN,going,O,,
NaN,above,O,,
NaN,and,O,,
NaN,beyond,O,,
NaN,if,O,,
NaN,that,O,,
Sentence 31,’s,O,,
NaN,something,O,,
NaN,they,O,,
NaN,want,O,,
NaN,to,O,,
NaN,do.\,O,,
NaN,”,O,,
Sentence 32,Environmental,O,,
NaN,advocates,O,,
NaN,and,O,,
NaN,Democratic,O,,
NaN,lawmakers,O,,
NaN,called,O,,
NaN,the,O,,
NaN,rollback,O,,
NaN,reckless,O,,
NaN,.,O,,
Sentence 33,Sen.,O,,
Sentence 34,Tom,O,,
NaN,Carper,O,,
NaN,of,O,,
NaN,Delaware,O,,
NaN,,,O,
NaN,top,O,,
NaN,Democrat,O,,
NaN,on,O,,
NaN,the,O,,
NaN,Senate,O,,
NaN,Environmental,O,,
NaN,and,O,,
NaN,Public,O,,
NaN,Works,O,,
NaN,Committee,O,,
NaN,,,O,
NaN,said,O,,
NaN,,,O,
NaN,\“The,O,,
NaN,Trump,O,,
NaN,administration,O,,
NaN,has,O,,
NaN,continued,O,,
NaN,to,O,,
NaN,pursue,O,,
NaN,a,O,,
NaN,course,O,,
NaN,that,O,,
NaN,would,O,,
NaN,increase,O,,
NaN,profit,O,,
NaN,margins,O,,
NaN,for,O,,
NaN,the,O,,
NaN,oil,O,,
NaN,and,O,,
NaN,gas,O,,
NaN,industry,O,,
NaN,,,O,
NaN,even,O,,
NaN,if,O,,
NaN,it,O,,
NaN,means,O,,
NaN,cutting,O,,
NaN,commonsense,O,,
NaN,public,O,,
NaN,health,O,,
NaN,and,O,,
NaN,environmental,O,,
NaN,protections.\,O,,
NaN,”,O,,
Sentence 1,LAPEER,O,,
NaN,,,O,
NaN,Mich.,O,,
NaN,(,O,,
NaN,AP,O,,
NaN,),O,,
NaN,-,O,,
Sentence 2,For,O,,
NaN,more,O,,
NaN,than,O,,
NaN,20,O,,
NaN,years,O,,
NaN,,,O,
NaN,the,O,,
NaN,eastern,O,,
NaN,Michigan,O,,
NaN,town,O,,
NaN,of,O,,
NaN,Lapeer,O,,
NaN,sent,O,,
NaN,leftover,O,,
NaN,sludge,O,,
NaN,from,O,,
NaN,its,O,,
NaN,sewage,O,,
NaN,treatment,O,,
NaN,plant,O,,
NaN,to,O,,
NaN,area,O,,
NaN,farms,O,,
NaN,,,O,
NaN,supplying,O,,
NaN,them,O,,
NaN,with,O,,
NaN,high,O,,
NaN,-,O,,
NaN,quality,O,,
NaN,,,O,
NaN,free,O,,
NaN,fertilizer,O,,
NaN,while,O,,
NaN,avoiding,O,,
NaN,the,O,,
NaN,expense,O,,
NaN,of,O,,
NaN,disposal,O,,
NaN,elsewhere,O,,
NaN,.,O,,
Sentence 3,But,O,,
NaN,state,O,,
NaN,inspectors,O,,
NaN,ordered,O,,
NaN,a,O,,
NaN,halt,O,,
NaN,to,O,,
NaN,the,O,,
NaN,practice,O,,
NaN,in,O,,
NaN,2017,O,,
NaN,after,O,,
NaN,learning,O,,
NaN,the,O,,
NaN,material,O,,
NaN,was,O,,
NaN,laced,O,,
NaN,with,O,,
NaN,one,O,,
NaN,of,O,,
NaN,the,O,,
NaN,potentially,O,,
NaN,harmful,O,,
NaN,chemicals,O,,
NaN,known,O,,
NaN,collectively,O,,
NaN,as,O,,
NaN,PFAS,B-chem,,
NaN,,,O,
NaN,which,O,,
NaN,are,O,,
NaN,turning,O,,
NaN,up,O,,
NaN,in,O,,
NaN,drinking,O,,
NaN,water,O,,
NaN,and,O,,
NaN,some,O,,
NaN,foods,O,,
NaN,across,O,,
NaN,the,O,,
NaN,U.S.Now,O,,
NaN,,,O,
NaN,the,O,,
NaN,city,O,,
NaN,of,O,,
NaN,8,800,O,
NaN,expects,O,,
NaN,to,O,,
NaN,pay,O,,
NaN,about,O,,
NaN,$,O,,
NaN,3,O,,
NaN,million,O,,
NaN,to,O,,
NaN,have,O,,
NaN,the,O,,
NaN,waste,O,,
NaN,treated,O,,
NaN,at,O,,
NaN,another,O,,
NaN,facility,O,,
NaN,and,O,,
NaN,the,O,,
NaN,leftover,O,,
NaN,solids,O,,
NaN,shipped,O,,
NaN,to,O,,
NaN,a,O,,
NaN,landfill,O,,
NaN,.,O,,
Sentence 4,Testing,O,,
NaN,has,O,,
NaN,found,O,,
NaN,elevated,O,,
NaN,PFAS,B-chem,,
NaN,levels,I-chem,,
NaN,in,O,,
NaN,just,O,,
NaN,one,O,,
NaN,field,O,,
NaN,where,O,,
NaN,the,O,,
NaN,sludge,O,,
NaN,was,O,,
NaN,spread,O,,
NaN,,,O,
NaN,but,O,,
NaN,farmers,O,,
NaN,have,O,,
NaN,lost,O,,
NaN,an,O,,
NaN,economical,O,,
NaN,fertilizer,B-chem,,
NaN,source,O,,
NaN,and,O,,
NaN,hope,O,,
NaN,more,O,,
NaN,contamination,O,,
NaN,does,O,,
NaN,n’t,O,,
NaN,turn,O,,
NaN,up,O,,
NaN,.,O,,
Sentence 5,\“I,O,,
NaN,feel,O,,
NaN,bad,O,,
NaN,for,O,,
NaN,them,\,O,
NaN,”,O,,
NaN,said,O,,
NaN,Michael,O,,
NaN,Wurts,O,,
NaN,,,O,
NaN,superintendent,O,,
NaN,of,O,,
NaN,the,O,,
NaN,waste,O,,
NaN,treatment,O,,
NaN,plant,O,,
NaN,,,O,
NaN,who,O,,
NaN,ruefully,O,,
NaN,recalls,O,,
NaN,promoting,O,,
NaN,sludge,O,,
NaN,as,O,,
NaN,an,O,,
NaN,agricultural,O,,
NaN,soil,O,,
NaN,additive,O,,
NaN,to,O,,
NaN,growers,O,,
NaN,in,O,,
NaN,the,O,,
NaN,community,O,,
NaN,.,O,,
Sentence 6,\“The,O,,
NaN,city,O,,
NaN,did,O,,
NaN,n’t,O,,
NaN,do,O,,
NaN,anything,O,,
NaN,malicious,O,,
NaN,.,O,,
Sentence 7,We,O,,
NaN,had,O,,
NaN,no,O,,
NaN,clue,O,,
NaN,this,O,,
NaN,was,O,,
NaN,going,O,,
NaN,on.\,O,,
NaN,”,O,,
Sentence 8,Lapeer,O,,
NaN,is,O,,
NaN,n’t,O,,
NaN,alone,O,,
NaN,.,O,,
Sentence 9,For,O,,
NaN,decades,O,,
NaN,,,O,
NaN,sewage,B-chem,,
NaN,sludge,I-chem,,
NaN,from,O,,
NaN,thousands,O,,
NaN,of,O,,
NaN,wastewater,O,,
NaN,treatment,O,,
NaN,plants,O,,
NaN,has,O,,
NaN,been,O,,
NaN,used,O,,
NaN,nationwide,O,,
NaN,as,O,,
NaN,cropland,B-chem,,
NaN,fertilizer,I-chem,,
NaN,.,O,,
Sentence 10,It,O,,
NaN,’s,O,,
NaN,also,O,,
NaN,applied,O,,
NaN,to,O,,
NaN,sports,O,,
NaN,fields,O,,
NaN,,,O,
NaN,golf,O,,
NaN,courses,O,,
NaN,and,O,,
NaN,backyard,O,,
NaN,gardens,O,,
NaN,.,O,,
Sentence 11,About,O,,
NaN,half,O,,
NaN,of,O,,
NaN,the,O,,
NaN,7,B-quant,,
NaN,million,I-quant,,
NaN,tons,I-quant,,
NaN,generated,O,,
NaN,annually,O,,
NaN,in,O,,
NaN,the,O,,
NaN,U.S.,O,,
NaN,is,O,,
NaN,applied,O,,
NaN,to,O,,
NaN,farm,O,,
NaN,fields,O,,
NaN,and,O,,
NaN,other,O,,
NaN,lands,O,,
NaN,,,O,
NaN,the,O,,
NaN,Environmental,O,,
NaN,Protection,O,,
NaN,Agency,O,,
NaN,says,O,,
NaN,.,O,,
Sentence 12,While,O,,
NaN,the,O,,
NaN,sludge,O,,
NaN,offers,O,,
NaN,farmers,O,,
NaN,a,O,,
NaN,cheap,O,,
NaN,source,O,,
NaN,of,O,,
NaN,fertilizer,O,,
NaN,,,O,
NaN,there,O,,
NaN,long,O,,
NaN,have,O,,
NaN,been,O,,
NaN,concerns,O,,
NaN,about,O,,
NaN,contaminants,O,,
NaN,in,O,,
NaN,the,O,,
NaN,material,O,,
NaN,and,O,,
NaN,attention,O,,
NaN,of,O,,
NaN,late,O,,
Sentence 13,has,O,,
NaN,turned,O,,
NaN,to,O,,
NaN,perfluoroalkyl,O,,
NaN,and,O,,
NaN,polyfluoroalkyl,B-chem,,
NaN,substances,I-chem,,
NaN,,,O,
NaN,or,O,,
NaN,PFAS.The,O,,
NaN,city,O,,
NaN,of,O,,
NaN,Marinette,O,,
NaN,,,O,
NaN,Wisconsin,O,,
NaN,,,O,
NaN,has,O,,
NaN,stopped,O,,
NaN,distributing,O,,
NaN,sewage,O,,
NaN,waste,O,,
NaN,,,O,
NaN,also,O,,
NaN,called,O,,
NaN,\“biosolids,\,O,
NaN,”,O,,
NaN,to,O,,
NaN,farms,O,,
NaN,after,O,,
NaN,getting,O,,
NaN,high,O,,
NaN,PFAS,B-chem,,
NaN,readings,O,,
NaN,.,O,,
Sentence 14,In,O,,
NaN,Maine,O,,
NaN,,,O,
NaN,a,O,,
NaN,dairy,O,,
NaN,farm,O,,
NaN,was,O,,
NaN,forced,O,,
NaN,to,O,,
NaN,shut,O,,
NaN,down,O,,
NaN,after,O,,
NaN,sludge,B-chem,,
NaN,spread,O,,
NaN,on,O,,
NaN,the,O,,
NaN,land,O,,
NaN,was,O,,
NaN,linked,O,,
NaN,to,O,,
